22519	COSIR	2348	FRA051:861	COSIR
22520	COSMOS	2349	FRA051:2081	COSMOS
22522	COTEAU	2352	FRA051:862	COTEAU
22521	COTE D'OR	2350	COTE D'OR ORIGINAL  FRA051:2082	COTE D'OR
22523	COTIPORA	2353	PI 344145  WW-343	2353 COTIPORA
16680	COU DE CYGNE	10862	FRA051:4263  SVANHALS	
26479	COUGAR	27370	FRA051:9067	COUGAR
16491	COURLIS	9323	FRA051:3909	
22524	COURTAL	2357	FRA051:2084	COURTAL
27102	COURTEL	33884	FRA051:6449	
16681	COURTINE	10863	EX-ROMANE  FRA051:4264	
22525	COURTOT	2358	2-6-10  WW-344	2358 2358-2011 2358-2012 2358-2013 COURTOT
22526	COUTICHES	2360	FRA051:2085	COUTICHES
22528	CP12	2362	FRA051:2086	
22529	CP3	2363	FRA051:2087	
22530	CP4	2364	FRA051:2088	2364 CP4
22531	CP5	2365	FRA051:2089	
22532	CP6	2366	FRA051:2090	
22533	CP7	2367	FRA051:2091	
22534	CP8	2368	FRA051:2092	
22535	CP9	2369	FRA051:2093	
22536	CPC(86)118	2370	FRA051:7431	
22537	CPC(88)66	2371	FRA051:2095	
22539	CRENEAU	2375	328  FRA051:4794	
24908	CREPIN	7987	FRA051:2097	
24909	CREPIN A	7988	FRA051:2098	7988 CREPIN A
24910	CREPIN B	7989	FRA051:2099	
24911	CREPIN D	7990	FRA051:2100	
22540	CRESPO	2377	CI 12242  CI 14395  K 47957  PI 337706  PI 583712	CRESPO
22541	CREST	2378	FRA051:864	CREST
22542	CRESUS TOURNEUR	2381	CRESUS  FRA051:2101	CRESUS TOURNEUR
27558	CRETE 2	36092	PI 278293	CRETE 2
27143	CREW	34005	FRA051:98	CREW
16573	CRITER	10102	FRA051:4027	
26029	CROCUS	22623	FRA051:9068	
27734	CROISADE	36656	FD 06012-9  FD 06012/9	36656-2011 36656-2012 36656-2013 CROISADE
26298	CROISEMENT 268	24066	MONT CALME 268  WW-468	24066 CROISEMENT 268
25555	CROSS7	13294	PI 124818  PI 266862  PI 283873	CROSS7
22544	CROSSBOW	2385	FRA051:2102	CROSSBOW
27144	CRVENA ZVESDA	34006	FRA051:99  NS-175  TRI 9455  WW-082	CRVENA ZVESDA
22545	CRYSTAL	2387	FRA051:2103	CRYSTAL
25144	(CT*D)86	8379	FRA051:1197  RE5416  RE8416	
25452	(CT*D)86	9008	FRA051:1198	
22236	(CT*MO)b102	1686	BULK 102  FRA051:1199	
22547	CUMHURYET 75	2391	CUMHURIYET-75  FRA051:865  WW-194	CUMHURYET 75
27145	CUNCO	34007	FRA051:101	CUNCO
22549	CURRELL	2393	CI 3326	CURRELL
25107	(C*V)5-7	8284	FRA051:1195	
25108	(C*V)7-7	8285	FRA051:1196	
22550	CWW1857-1	2394	FRA051:9069	CWW1857-1
21608	(CxB)115	80	FRA051:1252	
21609	(CxB)116	81	FRA051:1253	
27243	CYGNUS	34316	FRA051:6840	CYGNUS
22551	CYPRESS	2395	CI 13344  FRA051:6804	CYPRESS
27560	CYPRUS 1	36094	PI 278549	CYPRUS 1
25603	CYRANO	13457	FRA051:7920	CYRANO
22552	D130-63	2399	WW-345	2399 D130-63
27462	D-2	35996	ICARDA-IG-84864  PI 182707	D-2
24914	D4	7993	FRA051:2104	D4
22553	D48	2401	FRA051:2105	D48
24915	D5	7994	FRA051:2106	
22554	D64	2405	FRA051:2108	
27347	D7502	35881	CI 17443	D7502
16898	D'AAS	30000	FRA051:548	
22555	DACIA	2408	K 47101  PI 350308  PI 376457	DACIA
22556	DADORA	2410	FRA051:869	DADORA
22557	DAERAAD	2411	PI 227055  PI 314941  WW-292	2411 DAERAAD
63383	Dairokkaku	BCC625	WB-145	
27146	DALCAHUE	34009	FRA051:104	DALCAHUE
26255	DALNEVOSTOCHNAYA 10	24019	WW-465	24019 DALNEVOSTOCHNAYA 10
22559	DAMIANO CREMONA	2415	FRA051:870	DAMIANO CREMONA
22560	DAMIER	2416	FRA051:4966	DAMIER
27536	DANKOVI	36070	K 42771  PI 262596	DANKOVI
22564	DANUBIA	2424	FRA051:2116  WW-346	2424 DANUBIA
22565	DANUBIUS	2426	FRA051:871	DANUBIUS
22566	DARIUS	2427	FRA051:4796	DARIUS
16682	DARLING	10875	FRA051:4266	
22568	DART	2430	FRA051:872	DART
16815	D'ASSAS	12493	FRA051:4457	
22569	DATTEL	2431	BLE DATTEL  BLE HYBRIDE DATTEL  FRA051:2117  HYBRIDE DATTEL  VILMORIN BLE DATTEL  WHITE MARVEL	DATTEL
22570	DAVID	2437	DAVID  FRA051:8160	DAVID
22571	DAVIDOC	2438	DAVID,FRA  FRA051:2119	2438 DAVIDOC
48167	DAWSON GOLDEN	39005	WW-086	
22572	DAYKU	2444	FRA051:2121	2444 DAYKU
25110	DC147U	8287	2445  FRA051:2123	8287 DC147U
22573	DC30N2	2446	FRA051:2125	
22574	DC30U	2450	FRA051:2126	
22575	DC30UX	2451	FRA051:2127	
25109	DC47U	8286	FRA051:2128	
22576	DC84U11	2452	FRA051:2129	
22577	DC84U4	2453	FRA051:2130	
24912	DC TOURNEUR	7991	FRA051:2122	
24913	DD TOURNEUR	7992	FRA051:2131	
63269	Dea	Dea	WB-022	
25060	DEBEIRA	8187	FRA051:2132	DEBEIRA
27147	DE CAROLIS	34010	FRA051:105	DE CAROLIS
22578	DECIBEL	2455	FRA051:4797	DECIBEL
22579	DECIUS	2457	B-97  FRA051:2133	DECIUS
22580	DECLIC	2460	FRA051:4798	DECLIC
16626	DEESE	10506	FRA051:6222	
27329	DEFIANCE	35863	AUS 7463  CI 5031  CI 6076  CI 6477  CI 8406  K 5786  PI 45389  PRINGLES DEFIANCE	DEFIANCE
24916	DEFIANT	7995	FRA051:2134	DEFIANT
27241	DEGEBE	34313	FRA051:6837	DEGEBE
25820	DEKAN	20215	WW-012	DEKAN
16825	DE LONGUEVILLE	12510	FRA051:4470	
22581	DELOS	2464	FRA051:2135	DELOS
16841	DELPHINE	12743	FRA051:4332	
27226	DEMAR-4	34276	FRA051:6470	DEMAR-4
16560	DEMI-HATIF DES TOURETTES	9942	FRA051:4014	
16552	DEMI-HATIVE DE LAFITE	9934	FRA051:4006	
22582	DEMOCRAT	2466	FRA051:6448	DEMOCRAT
25556	DENAIFFE 31	13296	FRA051:2136	DENAIFFE 31
27680	DERBENTSKAJA IUBILE'NAJA	36245	DERBENTSKAYA YUBILEINAYA  K 58129  MAC9192-708  PI 565416	DERBENTSKAJA IUBILE'NAJA
48273	DESI	39233	1190092  INDIA 278  WATKINS COLL NUMBER - 1190092  WW-497	
22584	DETENICKA CERVENA	2475	WW-347	2475 DETENICKA CERVENA
16787	DETH	12109	FRA051:4301	
25615	DEUCENDEU	13493	FRA051:6021	DEUCENDEU
48274	DEVE	39235	1190281  GREECE 5  WATKINS COLL NUMBER - 1190281  WW-498	
27572	DEVULI	36137	PI 326329	DEVULI
22585	DH1237	2476	FRA051:2140  GOC(90)5	
22586	DH1770	2478	FRA051:2141  GOC(90)7	
25192	DH598	8479	FRA051:2142	
25193	DH623	8480	FRA051:2143	
22587	DH8701	2481	FRA051:2144	
22588	DH8710	2482	FRA051:2145	
22589	DH8771	2483	FRA051:2146	DH8771
22590	DHM	2484	DANS MOULON  FRA051:2147	
22591	DHOJE	2485	FRA051:2148	2485 DHOJE
25141	DHPA1-263	8376	FRA051:2437	
27802	DI07001	36780	DI07001-2	DI07001
21599	DI10-11	32	FRA051:1238	
21600	DI10-17	33	FRA051:1239	
21604	DI102-5	43	FRA051:1244	
21601	DI10-3	34	FRA051:1240	
21605	DI109-3-4	44	FRA051:1245	
21607	DI113	78	FRA051:1250	
21610	DI117	82	FRA051:1254	
21606	DI11-8	77	FRA051:1249	
21615	DI12-4	104	FRA051:1259	
21617	DI127-13	110	FRA051:1261	
21618	DI128-43	112	FRA051:1262	
21594	DI1-3	26	FRA051:1235	
21619	DI13-16	130	FRA051:1263	
21622	DI134	145	FRA051:1266	
21623	DI135-2	146	FRA051:1267	
21624	DI135-3	147	FRA051:1268	
21621	DI13-9-10	134	FRA051:1265	
21596	DI1-4	28	FRA051:1236	
21629	DI143-12	164	FRA051:1271	
21626	DI14-4	158	FRA051:1270	
21630	DI15	177	FRA051:1273	177 DI15
21597	DI1-5	29	FRA051:1237	
21637	DI151	184	FRA051:1279	
21639	DI152-7	186	FRA051:1280	
21640	DI154	187	FRA051:1281	
21632	DI15-4-7	179	FRA051:1275	
21643	DI161-5	210	FRA051:1286	
21644	DI169-4	211	FRA051:1287	
21645	DI17-10	212	FRA051:1288	
21649	DI171-16	218	FRA051:1293	
21646	DI17-2	213	FRA051:1289	
21647	DI17-3	214	FRA051:1290	
21650	DI175-8	228	2486  FRA051:1294	
21648	DI17-7	215	FRA051:1291	
21655	DI182-9	234	FRA051:1304	234 DI182-9
21653	DI18-3-13	232	FRA051:1298	
21654	DI18-4	233	FRA051:1299	
21656	DI185	236	FRA051:1305	236
21657	DI19-2-2	244	FRA051:1307	
21658	DI194	245	FRA051:1310	
21663	DI20-18	254	FRA051:1314	
21665	DI207M	264	FRA051:1317	
21664	DI20-9	255	FRA051:1315	
21666	DI21-19	266	FRA051:1318	
21669	DI228M	279	FRA051:1320	
21659	DI2-3	249	FRA051:1311	
21670	DI24	284	FRA051:1321	
21671	DI240-2	285	FRA051:1322	
21672	DI242-3	286	FRA051:1323	
21673	DI245	287	FRA051:1324	
21674	DI25-18	292	FRA051:1327	
21675	DI25-6	293	FRA051:1328	
21676	DI25-7	295	FRA051:1329	
21678	DI26	301	FRA051:1332	
21684	DI264-5	319	FRA051:1337	
21679	DI26-7	302	FRA051:1333	
21680	DI26-8	303	FRA051:1334	
21689	DI2758-23-109	337	FRA051:1344	
21690	DI276	338	FRA051:1345	338 DI276
21688	DI27-7	327	FRA051:1342	
21691	DI279-2	341	FRA051:1346	
21662	DI2-8-18	252	FRA051:1313	
21692	DI283-7	345	FRA051:1347	
21697	DI293	354	FRA051:1351	
21696	DI29-439	350	FRA051:1350	
21702	DI30-8-5	365	FRA051:1356	
21698	DI3-1	359	FRA051:1352	
21711	DI330	386	FRA051:1363	386 DI330
21712	DI335	389	FRA051:1364	
21715	DI352	406	FRA051:1368	
21716	DI356-20	408	FRA051:1369	
21717	DI359-1-1	409	FRA051:1370	
21718	DI359-3-2	410	FRA051:1371	
21719	DI36-2-3	415	FRA051:1372	
21720	DI36-7	416	FRA051:1373	
21721	DI37-12-2	419	FRA051:1374	419 DI37-12-2
21722	DI37-2-2	420	FRA051:1375	
21724	DI38-1	429	FRA051:1376	
21725	DI38-4	431	FRA051:1377	
21728	DI395M	439	FRA051:1379	
21734	DI40-603	453	FRA051:1385	
21736	DI410	458	FRA051:1387	
21730	DI4-18	443	FRA051:1380	
21731	DI4-2	444	FRA051:1381	
21738	DI438	460	FRA051:1389	
21732	DI4-5-3	448	FRA051:1382	
21740	DI45-9	463	FRA051:1390	
21733	DI4-6	449	FRA051:1383	
21742	DI47-9-6	467	FRA051:1392	
21743	DI47-9-9	468	FRA051:1393	
21745	DI49-14	472	FRA051:1396	
21746	DI5	474	FRA051:1397	
21749	DI50-12	477	FRA051:1400	477 DI50-12
21750	DI50-5	478	FRA051:1401	
21747	DI5-11-4-16	475	FRA051:1398	
21755	DI53-10	484	FRA051:1406	
21756	DI542	486	FRA051:1408	
21757	DI55-142	487	FRA051:1409	
21758	DI55-3	488	FRA051:1410	
21759	DI56	490	FRA051:1411	
21760	DI572M	498	FRA051:1412	
21761	DI573M	499	FRA051:1413	
21762	DI575-4	500	FRA051:1414	
21748	DI5-9	476	FRA051:1399	
21763	DI59-19	505	FRA051:1415	
21764	DI59-4	506	FRA051:1416	
22592	DI6101-153	2487	FRA051:2150	
21766	DI6-1-3-4	515	FRA051:1417	
21771	DI61-6	531	FRA051:1420	
21767	DI6-2	516	FRA051:1418	
22593	DI6305-71-6	2488	FRA051:2151	
22594	DI6402-34-2-4	2489	FRA051:2152  WW-293	2489 DI6402-34-2-4
22595	DI6403-53-11	2490	FRA051:2153	
22596	DI6404-19-15	2491	FRA051:2154	2491 DI6404-19-15
22597	DI6407-3-3	2492	FRA051:2155	
22598	DI6407-48-3	2493	FRA051:2156	
22599	DI6409-24-4	2494	FRA051:2157	
21780	DI64-10	542	FRA051:1426	
22600	DI6501-10-4	2495	FRA051:2158	
21583	DI65-5	2	FRA051:1184	
25205	DI6614	8497	FRA051:2160	
22601	DI6705-15-4	2497	FRA051:2161	
21783	DI67-6	547	FRA051:1428	
21768	DI6-7-8	519	FRA051:1419	
21784	DI68-2	549	FRA051:1429	
22602	DI6850-2-6-2-3-5	2500	FRA051:2164	
22603	DI6856-15-6	2502	FRA051:2166	
22604	DI6856-28	2503	FRA051:2167	
21786	DI68-8	553	FRA051:1431	
22605	DI7001-31	2505	FRA051:2169	DI7001-31
22606	DI7002-45	2506	FRA051:2170	
22607	DI7003-1-12	2507	FRA051:2171	2507 DI7003-1-12
22608	DI7005-113-3	2508	FRA051:2172	2508 DI7005-113-3
22609	DI7005-20-3	2509	FRA051:2173	
22610	DI7005-71-3	2510	FRA051:2174	
22611	DI7006-52-4	2511	FRA051:2175	
22612	DI7006-59-7	2513	FRA051:2177	
22613	DI7006-83-12-3-6	2514	FRA051:2178	
22614	DI7006-83-6	2515	FRA051:2179	
22615	DI7007-19-10-2	2516	FRA051:2180	
22616	DI7007-19-12-2	2517	FRA051:2181	
22617	DI7007-27	2518	FRA051:2182	
22618	DI7007-96	2519	FRA051:2183	
22619	DI7113-19	2522	FRA051:2186	
22620	DI7113-70	2524	FRA051:2188	
22621	DI7113-9	2525	FRA051:2189	
21793	DI71-5	592	FRA051:1441	
21794	DI71-6	593	FRA051:1442	
21788	DI7-2	585	FRA051:1436	
22622	DI7202-103	2526	FRA051:2190	2526 DI7202-103
22623	DI7202-47	2528	FRA051:2191	
22624	DI7204-12	2529	FRA051:2192	
22625	DI7204-22	2530	FRA051:2193	
22626	DI7204-53	2531	FRA040:2590:TRITICUM  FRA051:2194	
22627	DI7204-CF64-6	2532	FRA051:2195	
22628	DI7205-61-15	2533	FRA051:2196	
21789	DI7-2-1	586	FRA051:1437	
22629	DI7210-15-11	2534	FRA051:2197	2534 DI7210-15-11
22630	DI7213-11	2535	FRA051:2198	
22631	DI7215-100	2536	FRA051:2199	2536 DI7215-100
22632	DI7215-2	2537	FRA051:2200	
22633	DI7217-12	2539	FRA051:2202	
22634	DI7217-45	2540	FRA051:2203	
22635	DI7218-51	2541	FRA051:2204	
22636	DI7231-11	2542	FRA051:2205	
21790	DI7-2-5	587	FRA051:1438	
21791	DI7-3	588	FRA051:1439	
22637	DI7329-2	2543	FRA051:2206	DI7329-2
22638	DI7353-13	2544	FRA051:2207	
22639	DI7383-26	2545	FRA051:2208	
22640	DI7386-132	2546	FRA051:2209	
22641	DI7395-40	2547	FRA051:2210	
22642	DI7419-29	2548	FRA051:2211	
22643	DI7420-26	2549	FRA051:2212	
22644	DI7420-3	2550	FRA051:2213	
22645	DI7420-7	2551	FRA051:2214	
22646	DI7422-28	2552	FRA051:2215	
22647	DI7424-6	2553	FRA051:2216	DI7424-6
22648	DI7427-12	2554	FRA051:2217	
22649	DI7429-5	2555	FRA051:2218	
22650	DI7430-32	2556	FRA051:2219	
22651	DI7431-48	2557	FRA051:2220	
22652	DI7432-69	2558	FRA051:2221	
22653	DI7433-52	2559	FRA051:2222	
22654	DI7435-18	2560	FRA051:2223	
22655	DI7440-14	2561	FRA051:2224	
22656	DI7440-26	2562	FRA051:2225	
22657	DI7440-7	2563	FRA051:2226	
22658	DI7449-46	2564	FRA051:2227	
22659	DI7489-70	2565	FRA051:2228	
22660	DI7620-40	2566	FRA051:2229	
21796	DI77	616	FRA051:1448	
25147	DI7703-30-10	8382	FRA051:2109	
21792	DI7-71	589	FRA051:1440	
22661	DI7827-5-5-2-6	2567	FRA051:2230	
25288	DI7943-182	8763	DI9611  FRA051:2110	
21804	DI80	634	FRA051:1456	
25289	DI8124-4-18	8764	DI9906  FRA051:2111	
25287	DI8125-14	8762	DI9801  FRA051:2112	
22662	DI82-25	2568	FRA051:2231	
25290	DI8251-8-18	8765	DI9912  FRA051:2113	
21803	DI8-4	631	FRA051:1454	
21808	DI86	651	FRA051:1484	
21812	DI8M	712	FRA051:1498	
21813	DI9-1	713	FRA051:1499	
21814	DI9-15-5	714	FRA051:1500	
25903	DI9155-1-2-3	20378	FRA051:9071	
21816	DI9-2	716	FRA051:1502	
21821	DI923	724	FRA051:1506	
25904	DI9231-23	20379	FRA051:9072	
25905	DI9234-16-3	20381	FRA051:9073	
25906	DI9255-18-19	20382	FRA051:9074	
21817	DI9-3-10	717	FRA051:1503	
21822	DI95-13	725	FRA051:1507	
21823	DI95-9	726	FRA051:1508	
21824	DI96-3	727	FRA051:1509	
21825	DI97-7-2	728	FRA051:1510	
21826	DI99	729	FRA051:1511	
27233	DIABLO	34297	FRA051:6504	DIABLO
27861	DIALOG	37324	LP 438-4-03	37324-2011 37324-2012 37324-2013 DIALOG
22663	DIAM	2569	54,FRA  FRA051:2232	
63428	Diamant	BCC1379	WB-190	
25474	DIAMANT	9067	FRA051:2233	DIAMANT
22664	DIAMANTE	2572	FRA051:874	DIAMANTE
63404	Diamond	BCC852	WB-166	
22665	DIANA	2573	WW-348	2573 DIANA
26327	DIANA	24095	K 43060  NGB 6726  PI 264269	DIANA
22666	DIANA II	2574	K 51960  PI 428659  WW-349	2574 DIANA II
48325	DIC169	39364	WW-245	
48326	DIC193	39365	WW-262	
48320	DIC44 TP011-020	39359	WW-257	
48321	DIC55 TP021-TP028	39360	WW-258	
27318	DIEHL-MEDITERRANEAN	35852	AUBURN  BIG FOUR  BIG TEN  BLUE RIDGE  CI 1395  ECLIPSE,USA  HALSTEAD No. 40  HYBRID MEDITERRANEAN  K 22090  MICHIGAN BRONZE  MICHIGAN BROWN  MILLERS CHOICE  RATTLE JACK  RUSSIAN AMBER  SHEPHERDS PERFECTION  SHEPHERDS PROLIFIC  SPADE	DIEHL-MEDITERRANEAN
22668	DIETRICH	2578	FRA051:875	DIETRICH
16553	DIJON	9935	FRA051:4007	
26403	DINOSOR	24571	UN 6124-15	24571-2011 24571-2012 24571-2013 DINOSOR
22670	DIPLOMAT	2585	FRA051:876	DIPLOMAT
22671	DIRECTEUR JOURNEE	2586	FRA051:2234	DIRECTEUR JOURNEE
27554	DIRK	36088	PI 270045	DIRK
22672	DISPONENT	2588	E-208  FRA051:2235  WEIHENSTEPHAN-569-69  WEIHENSTEPHANER-569-69	DISPONENT
22673	DIVIO	2590	FRA051:2236	DIVIO
63341	Djamila-gebeizt	Djamila-gebeizt	WB-103	
24917	DK	7996	BLANC A PAILLE RAIDE  DESCAT  FRA051:1701  HYBRIDE CARTER sél.G	DK
27148	DNEIPROVSKAIA-521	34013	FRA051:109	DNEIPROVSKAIA-521
22674	DNEPROVSKAIA	2606	FRA051:878  WW-350	2606 DNEPROVSKAIA
27149	DNEPROVSKAIA-52	34014	FRA051:110	DNEPROVSKAIA-52
27622	DNESTROVSKAJA 25	36187	DNESTROVSKAYA 25  K 48697  PI 418574	DNESTROVSKAJA 25
25138	DOC(85)5	8373	FRA051:2238	
25139	DOC(85)6	8374	FRA051:2239	
16603	DOCILE	10329	FRA051:4577	
23521	DOCTEUR MAZET	4681	DOCTOR MAZET  FRA051:2785  MANBOUL 22  MAZET  PROF. MANDOYL	DOCTEUR MAZET
27150	DODGE	34015	FRA051:112	DODGE
27632	DOGGA	36197	FAO 51.858  PI 445719	DOGGA
48271	DOLATKHANI (WHITE)	39120	1190079  INDIA 205  WATKINS COLL NUMBER - 1190079  WW-495	
25453	DOLLAR	9012	FRA051:113	DOLLAR
22678	DOLMEN	2613	FRA051:711	
27465	DOMACA	35999	PI 184192	DOMACA
16683	DOME	10890	435  FRA051:4267	
22679	DOMI	2615	FRA051:2243	
25873	DOMINATOR	20317	MILNS-4-11	DOMINATOR
22680	DOMINO	2617	FRA051:2244	DOMINO
27215	DOMINUS	34248	FRA051:6423	DOMINUS
22681	DONATA	2621	CEBECO 199  FRA051:2245	DONATA
25626	DONCHANKA 3	13612	FRA051:9076	DONCHANKA 3
63496	Doneckij 650	BCC1465	WB-258	
26046	DONETSKAYA-48	22884	FRA051:9077	DONETSKAYA-48
22682	DONG	2624	FRA051:7904	DONG
22683	DONG FANG HONG NO.3	2626	FRA051:2247	2626 DONG FANG HONG NO.3
22684	DONJON	2629	FRA051:880	DONJON
16801	DORA~DESPREZ	12158	FRA051:4319	
22685	DORADO	2630	FRA051:881	DORADO
22686	DORE	2631	FRA051:4800	DORE
26104	DOREMI	23826	AO99001  CF99005  FRA051:8773	CF99005 DOREMI
27637	DOSHERBONG~BLANC	36202	PI 481727	DOSHERBONG
27567	DOTNUWSKAJA 458	36132	DOTNUVA 458  DOTNUVOS 458  DOTNUVSKAYA 458  K 38486  PI 294983	DOTNUWSKAJA 458
22687	DOUBLECROP	2634	CI 17349	DOUBLECROP
60703	DOUCHANI	39119	WATKINS COLL NUMBER - 1190045  WW-494	
22688	DOUGGA 74	2635	FRA051:2249	DOUGGA 74
22689	DOWNY	2638	FRA051:6322	DOWNY
48178	DRAEGERS DICKKOPF	39016	WW-106	
22692	DRAGON	2644	FRA051:2251  PI 362216  WW-351	2644 DRAGON
22693	DRAUHOFENER-KOLBEN	2649	FRA051:8259	DRAUHOFENER-KOLBEN
22694	DRAVA	2650	WW-352	2650 DRAVA
22695	DREADNOUGHT	2652	PI 167411  PI 266863	DREADNOUGHT
25930	DRIFTER	20513	FRA051:9079  NIC 92-3533 A	DRIFTER
16684	DROP	10895	FRA051:4268	
22696	DRUCHAMP	2653	FRA051:2252	DRUCHAMP
22698	DUAL	2658	AUS 2297  CI 13083  K 44382	DUAL
64378	DUBASQUIER	23847	CIho 6408	
22699	DUCAT	2659	157-15  FRA051:2253	DUCAT
22700	DUCAT MUT.81-6-4	2663	FRA051:2254	
22701	DUGOKLASA	2667	NS-14-13	DUGOKLASA
22703	DUKAT BARBU	2673	FRA051:2255	DUKAT BARBU
22704	DUNAV	2674	NS-60	DUNAV
16554	DUNOIS	9936	FRA051:4008	
60688	DURENTAL	33802	FRA051:6079	33802
22705	DURIN	2679	FRA051:6341	DURIN
48236	DURNADILI	39083	WW-201	
22706	DUSI	2680	FRA051:885	DUSI
25278	DX31261	8749	FRA051:2257	
22708	E108	2683	FRA051:2258  POPULATION DE L'OISANS	2683 E108
22709	E136	2684	BLE DE TROIS MOIS (OISANS)  FRA051:2259	E136
22710	E36=ROUSSOU	2685	FRA051:2260  POPULATION DU CHAMPSOR	E36=ROUSSOU
22711	E4845	2686	FRA051:2261	E4845
22712	E4849	2688	K 46980	E4849
22713	E62	2690	FRA051:2262  POPULATION DU QUEYRAS	E62
16788	E63 QUEYRAS	12110	FRA051:4302	
22714	E64	2691	FRA051:2263  POPULATION DU QUEYRAS	
16789	E68 OISANS	12111	FRA051:4303	
16790	E71 OISANS	12112	FRA051:4304	
22715	E99	2692	FRA051:2264  POPULATION DU BRIAN?ONNAIS	
22716	EAGLE	2693	FRA051:8458	EAGLE
27364	EARLY GLUYAS	35898	AUS 7178  CI 6119  CItr 6119  PI 45432	EARLY GLUYAS
24999	EARLY RED FIFE	8092	CI 4932  OTTAWA 16	EARLY RED FIFE
22718	EBRO	2698	WW-353	2698 EBRO
22719	ECHO	2699	FRA051:2265	ECHO
25931	ECLIPSE	20514	FRA051:9080  NFC 19606	ECLIPSE
22720	ECRIN	2702	FRA051:2267	ECRIN
27520	EDEN	36054	PI 224658	EDEN
27400	EDIRNE	35934	AUS 7785  PI 111244	EDIRNE
63364	E Dong 85-1	BCC427	WB-126	
26825	EDWIN	28948	FRA051:8460	EDWIN
25542	EFAL	13225	FRA051:4984	EFAL
22721	EGES	2706	FRA051:887	EGES
27566	EGVARDI 4	36131	K 41145  PI 294968	EGVARDI 4
48166	EGYPTIAN	39004	WW-085	
27412	EGYPTIAN NA 95	35946	K 46126  PI 130626	EGYPTIAN NA 95
22724	EGYPT-NA-101	2712	KENYA GOVERNOR	EGYPT-NA-101
27844	EINSTEIN	37307	NSL ww41	37307-2011 37307-2012 37307-2013 EINSTEIN
16492	ELAN~DESPREZ	9334	FRA051:3915	
22727	ELIA	2724	FRA051:6235	ELIA
27708	ELISSAVET	36273	CM66246-C-1M-1Y-2Y-0M  PI 641961	ELISSAVET
22728	ELITE-LEPEUPLE	2728	BELL  ELITE,FRA  ELITE LE PEUPLE  FRA051:2269	ELITE-LEPEUPLE
22729	ELITE/MARNE	2732	FRA051:2270	ELITE/MARNE
25532	ELMO	13209	FRA051:115	ELMO
22733	ELOI	2737	6422-L-2  FRA051:2271	ELOI
22734	ELS	2739	FRA051:2272	ELS
48262	ELS 6304-72	39110	CI 14621  WW-243	
27335	ELS 6404-128-3	35869	CI 14819	ELS 6404-128-3
16685	ELSA	10912	FRA051:4269	
22736	ELVAS 62H12	2743	KANSAS 57709	ELVAS 62H12
22737	ELVAS 62H9	2746	TEXAS 3707-87	ELVAS 62H9
22739	ELYSEE	2752	ELYSEE BATAILLE  FRA051:2273	ELYSEE
26407	EM01023	24582	FRA051:9083	EM01023
26413	EM02096	24588	FRA051:9084	EM02096
26415	EM02231	24590	FRA051:9085	EM02231
22740	EMBLEM	2756	FRA051:889	EMBLEM
24918	EMERAUDE A6	7997	FRA051:2274	
16585	EMERAUDE~momont	10212	FRA051:4550	
16686	EMERAUDE~sec	10913	155  FRA051:4270	
25510	EMERE	13072	FRA051:4956	EMERE
22742	EMU'S'	2759	WW-294	2759 EMU'S'
25543	ENESCO	13226	VR 90 B 179	ENESCO
27598	ENGER	36163	AUS 15419  K 34077  PI 361733	ENGER
22746	ENGRAIN COMMUN	2764	FRA051:2276  FROMENT LOCULAR  PETIT EPEAUTRE	2764
16810	ENNEA 84	12473	FRA051:4450	
25087	EOLE	8248	FRA051:4904	EOLE
22747	EPEAUTRE BLANC 1	2768	FRA051:714	
22748	EPEAUTRE BLOND OU DORE	2772	FRA051:2282	
22749	EPEAUTRE DE L'AVEYRON	2774	FRA051:2283	
16814	EPEAUTREE	12491	FRA051:4456	
22750	EPEAUTRE NAIN	2775	FRA051:2284	
26119	EPHOROS	23869	EPHORROS  STRU 981435-1  WW-167	23869-2011 23869-2012 23869-2013 EPHOROS
24919	EPI CARRE VELOUTE	7998	FRA051:2288	
22751	EPI D'OR	2781	FRA051:2289	EPI D'OR
22752	EPIROUX	2782	FRA051:2290	
24920	EPIS ROUX 188	7999	FRA051:2291	
27151	EQUATOR	34017	FRA051:119  PBI 01/0034	EQUATOR
25850	EQUINOX	20276	AFRC-9477  CPB W25  LD-93-27-W-25  WW-450	20276 EQUINOX
16908	ER21	34410	FRA051:553	
16687	ER/2-23	10921	FRA051:4271	
22753	ERA	2785	FRA051:2292	ERA
22754	ERADU	2789	FRA051:891	ERADU
27354	ERIVAN	35888	CI 2397  CItr 2397  PI 9871	ERIVAN
22757	ERLA-KOLBEN	2793	FRA051:6308	ERLA-KOLBEN
24921	ERNEST LEMAIRE	8000	FRA051:2293	
27589	ERYTHROSPERMUM 9	36154	K 39802  PI 351701	ERYTHROSPERMUM 9
63258	Escadre	Escadre	WB-011	
16583	ESCOURGEON B	10201	FRA051:4036	
16555	ESCOURGEON DE BEAUCE	9937	FRA051:4009	
16570	ESCOURGEON DE CHAMPAGNE	10027	FRA051:4022	
16504	ESCOURGEON DE LA MARNE	9460	ESCOURGEON DE LA MARNE  FRA051:7018	
16524	ESCOURGEON DE VALENCE	9602	ESCOURGEON DE VALENCE  FRA051:3969	
16559	ESCOURGEON DE VENDEE	9941	FRA051:4013	
16539	ESCOURGEON DU NORD N5	9879	FRA051:3990	
